,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
61643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61700,93.0,84.0,4.0,17.0,18.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,19.0,1.0,4.0,21.0,2.833333333,24.0,4.0
61742,11.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.5,4.0,1.0
61743,13.0,12.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0
61869,212.0,197.0,35.0,37.0,46.0,5.0,1.0,11.0,4.0,0.0,2.0,0.0,9.0,0.0,4.0,55.0,1.0,5.0,37.0,11.5,50.0,15.0
61895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62007,49.0,47.0,4.0,6.0,11.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,1.0,3.0,11.0,1.0,10.0,1.0
62016,58.0,55.0,2.0,11.0,11.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,18.0,3.0,12.0,3.0
62025,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
62147,43.0,38.0,8.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,2.0,0.0,7.0,2.833333333,15.0,5.0
62164,17.0,13.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0
62234,330.0,297.0,26.0,60.0,77.0,13.0,4.0,3.0,7.0,5.0,8.0,0.0,21.0,0.0,4.0,55.0,2.0,15.0,56.0,10.5,71.0,16.0
62244,237.0,201.0,26.0,41.0,57.0,8.0,0.0,5.0,2.0,1.0,8.0,4.0,19.0,0.0,5.0,44.0,1.0,2.0,46.0,11.0,53.0,14.0
62265,33.0,30.0,2.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,5.0,1.5,9.0,2.0
62332,88.0,84.0,6.0,6.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,27.0,4.0,1.0,11.0,1.0,27.0,2.0
62353,162.0,140.0,15.0,26.0,34.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,9.0,0.0,8.0,39.0,0.0,3.0,28.0,7.833333333,37.0,10.0
62356,23.0,21.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,6.0,1.0
62363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62404,647.0,564.0,107.0,108.0,175.0,39.0,10.0,21.0,10.0,4.0,0.0,10.0,63.0,1.0,10.0,138.0,1.0,5.0,133.0,35.833333334,165.0,58.0
62406,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0
62415,638.0,570.0,54.0,96.0,162.0,25.0,8.0,7.0,40.0,12.0,8.0,9.0,50.0,0.0,1.0,78.0,6.0,1.0,116.0,22.083333334000002,116.0,34.0
62499,16.0,16.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,7.0,0.0,1.0,0.0
62556,381.0,325.0,47.0,49.0,77.0,11.0,0.0,5.0,5.0,2.0,13.0,5.0,25.0,1.0,13.0,76.0,8.0,10.0,66.0,15.166666666,92.0,26.0
62559,114.0,101.0,7.0,7.0,23.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0,1.0,2.0,22.0,4.0,0.0,21.0,5.0,28.0,6.0
62637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62700,470.0,432.0,52.0,69.0,123.0,18.0,8.0,11.0,7.0,6.0,9.0,1.0,23.0,0.0,5.0,83.0,6.0,9.0,74.0,22.499999998999996,112.0,35.0
62754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62768,212.0,195.0,26.0,29.0,54.0,12.0,2.0,7.0,0.0,0.0,2.0,0.0,10.0,0.0,5.0,59.0,3.0,0.0,40.0,11.666666667000001,46.0,15.0
62797,417.0,358.0,40.0,42.0,99.0,26.0,1.0,2.0,4.0,4.0,7.0,2.0,38.0,0.0,12.0,51.0,8.0,4.0,84.0,20.583333333,95.0,27.0
62802,184.0,158.0,11.0,25.0,32.0,3.0,2.0,3.0,0.0,4.0,5.0,1.0,16.0,0.0,4.0,57.0,1.0,11.0,34.0,2.833333333,41.0,4.0
62864,392.0,352.0,40.0,39.0,78.0,9.0,2.0,4.0,3.0,3.0,7.0,2.0,26.0,0.0,5.0,55.0,7.0,8.0,68.0,19.583333333,94.0,32.0
62884,116.0,106.0,16.0,14.0,34.0,8.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,3.0,29.0,1.0,3.0,25.0,9.833333333,28.0,12.0
62892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62893,9.0,9.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.333333333,4.0,1.0
62895,414.0,350.0,73.0,64.0,103.0,21.0,2.0,29.0,2.0,2.0,0.0,3.0,46.0,2.0,15.0,79.0,8.0,5.0,88.0,12.666666666000001,84.0,19.0
62907,452.0,388.0,47.0,84.0,141.0,25.0,4.0,3.0,11.0,1.0,3.0,4.0,46.0,0.0,11.0,51.0,8.0,7.0,88.0,25.833333332000002,101.0,36.0
62908,17.0,15.0,0.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,13.0,0.0,4.0,0.0
62917,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62925,32.0,27.0,5.0,5.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,10.0,2.0,8.0,2.0
62927,7.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0
62929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62931,7.0,7.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62934,347.0,308.0,31.0,60.0,76.0,18.0,4.0,6.0,10.0,4.0,1.0,5.0,24.0,1.0,9.0,59.0,4.0,0.0,67.0,13.033333333,86.0,23.0
62947,561.0,498.0,99.0,103.0,173.0,42.0,2.0,24.0,17.0,7.0,0.0,3.0,48.0,10.0,12.0,116.0,8.0,8.0,115.0,35.666666664999994,148.0,51.0
62951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63077,34.0,29.0,3.0,14.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0,4.0,10.0,0.0,5.0,0.0
63088,40.0,39.0,8.0,9.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,9.0,3.5,11.0,5.0
63123,268.0,248.0,31.0,42.0,62.0,14.0,2.0,5.0,2.0,2.0,3.0,7.0,7.0,0.0,3.0,67.0,5.0,12.0,30.0,8.833333333,66.0,16.0
63257,44.0,43.0,4.0,5.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,7.0,1.0,12.0,1.0
63260,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
63339,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0
63450,399.0,350.0,42.0,45.0,105.0,20.0,3.0,6.0,4.0,2.0,6.0,3.0,18.0,0.0,22.0,69.0,14.0,10.0,78.0,18.166666667,82.0,23.0
63634,110.0,101.0,18.0,14.0,19.0,3.0,0.0,10.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,43.0,2.0,2.0,12.0,3.833333333,27.0,5.0
63636,40.0,38.0,3.0,13.0,9.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,20.0,1.0,11.0,1.0
63704,425.0,382.0,39.0,72.0,109.0,18.0,3.0,6.0,16.0,9.0,4.0,5.0,25.0,2.0,9.0,84.0,3.0,5.0,76.0,11.999999999,88.0,21.0
63722,91.0,83.0,7.0,7.0,19.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,25.0,1.0,2.0,18.0,5.0,23.0,6.0
63903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63913,159.0,142.0,12.0,20.0,33.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,0.0,3.0,34.0,2.0,3.0,25.0,7.166666667,31.0,9.0
63920,144.0,124.0,8.0,19.0,31.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,15.0,0.0,1.0,27.0,3.0,2.0,38.0,6.5,24.0,7.0
63950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63963,554.0,472.0,86.0,72.0,135.0,20.0,2.0,19.0,3.0,3.0,7.0,7.0,51.0,1.0,17.0,90.0,12.0,3.0,107.0,28.866666666,126.0,42.0
64006,303.0,286.0,26.0,38.0,82.0,15.0,2.0,4.0,18.0,5.0,4.0,1.0,8.0,0.0,4.0,58.0,4.0,19.0,61.0,16.75,63.0,21.0
64017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64086,72.0,67.0,7.0,5.0,11.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,21.0,2.0,3.0,11.0,2.5,13.0,3.0
64115,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
64153,496.0,445.0,83.0,62.0,117.0,27.0,3.0,14.0,3.0,7.0,2.0,5.0,38.0,2.0,6.0,93.0,13.0,8.0,87.0,25.666666665,131.0,44.0
64266,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
64300,601.0,526.0,114.0,90.0,159.0,36.0,3.0,23.0,16.0,8.0,2.0,7.0,58.0,2.0,8.0,65.0,8.0,18.0,128.0,32.749999998,154.0,55.0
64346,46.0,42.0,7.0,10.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,14.0,2.0,0.0,7.0,2.0,15.0,3.0
64350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64610,448.0,412.0,24.0,58.0,125.0,9.0,3.0,0.0,12.0,7.0,9.0,1.0,26.0,0.0,0.0,57.0,4.0,16.0,90.0,15.666666666000001,96.0,23.0
64706,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64724,10.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0
64793,22.0,21.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,2.0,1.5,7.0,2.0
64868,225.0,191.0,10.0,34.0,52.0,7.0,1.0,0.0,11.0,2.0,6.0,0.0,25.0,0.0,3.0,39.0,4.0,1.0,42.0,10.5,42.0,14.0
64907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64944,66.0,63.0,1.0,5.0,12.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,18.0,3.0,1.0,7.0,0.0,17.0,0.0
65042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65044,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0
65056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65096,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
65103,198.0,181.0,30.0,29.0,50.0,6.0,1.0,7.0,3.0,5.0,0.0,1.0,13.0,0.0,3.0,19.0,8.0,5.0,34.0,9.666666666000001,52.0,17.0
65109,30.0,23.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,6.0,0.0,2.0,9.0,0.0,3.0,0.0
65115,248.0,219.0,15.0,38.0,70.0,5.0,0.0,1.0,3.0,2.0,5.0,2.0,18.0,0.0,4.0,28.0,3.0,2.0,61.0,11.5,46.0,15.0
65157,33.0,29.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,8.0,1.0,5.0,1.0
65269,21.0,21.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,1.0,7.0,2.0
65357,90.0,77.0,8.0,11.0,21.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,0.0,1.0,16.0,0.0,2.0,21.0,3.666666667,16.0,6.0
65399,266.0,228.0,39.0,35.0,54.0,9.0,0.0,9.0,1.0,2.0,1.0,1.0,24.0,1.0,12.0,73.0,2.0,1.0,56.0,11.25,71.0,16.0
65412,112.0,99.0,11.0,11.0,21.0,3.0,0.0,6.0,0.0,0.0,4.0,0.0,8.0,0.0,1.0,31.0,4.0,1.0,22.0,1.8333333330000001,27.0,3.0
65464,8.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
65506,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
65513,58.0,53.0,2.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,17.0,0.0,4.0,9.0,1.0,8.0,1.0
65514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65653,105.0,90.0,11.0,31.0,24.0,6.0,1.0,1.0,3.0,2.0,3.0,1.0,9.0,0.0,2.0,23.0,0.0,0.0,34.0,5.5,27.0,7.0
65898,142.0,135.0,19.0,18.0,34.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,33.0,3.0,4.0,23.0,8.666666667,39.0,11.0
66052,68.0,60.0,11.0,8.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,20.0,0.0,2.0,12.0,3.5,12.0,4.0
66145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66162,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66203,25.0,23.0,2.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,6.0,1.5,6.0,2.0
66207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66209,52.0,47.0,2.0,17.0,13.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,12.0,0.0,1.0,22.0,2.0,14.0,2.0
66244,581.0,514.0,90.0,82.0,152.0,19.0,0.0,27.0,2.0,0.0,0.0,3.0,61.0,0.0,3.0,114.0,15.0,0.0,105.0,24.916666666,141.0,41.0
66302,12.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0
66306,57.0,50.0,2.0,5.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,16.0,3.0,0.0,5.0,0.333333333,17.0,1.0
66354,129.0,118.0,9.0,10.0,23.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,51.0,2.0,2.0,16.0,4.5,30.0,7.0
66406,10.0,10.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.666666667,7.0,2.0
66409,20.0,17.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,5.0,0.0
