선수명,팀명,경기,타석,타수,안타,단타,2루타,3루타,홈런,득점,타점,볼넷,고4,HBP,삼진,희플,희타,병살,도루,도실,타율,OBP,SLG,OPS,GPA,SECA,TA,RC,RC27,XR,ISO,PSN,wOBA,OW%,BABIP,Salary
이천웅,LG,67,210,180,36,27,7,0,2,20,16,25,0,3,23,1,2,11,3,2,0.2,0.306220096,0.272222222,0.578442318,0.205854599,0.266666667,0.50955414,11.02729005,0.40841815,14.076,0.072222222,2.4,0.87308134,0.12789606,0.217948718,
이학주,삼성,66,174,155,32,20,8,0,4,17,20,14,0,1,61,0,4,3,1,2,0.206,0.276470588,0.335483871,0.611954459,0.208282732,0.290322581,0.53125,6.387777778,0.236584362,13.652,0.129032258,1.6,1.031976471,0.046901703,0.311111111,
이해창,한화,20,60,54,9,6,3,0,0,4,4,1,0,1,13,1,4,0,0,1,0.167,0.192982456,0.222222222,0.415204678,0.142397661,0.111111111,0.304347826,-0.014710383,-0.000544829,1.896,0.055555556,,2.298385965,2.61E-07,0.214285714,
이현석,SSG,39,89,79,21,12,5,0,4,7,19,5,0,0,29,2,5,0,0,0,0.266,0.302325581,0.481012658,0.78333824,0.256299676,0.392405063,0.74137931,8.567987302,0.317332863,12.548,0.215189873,0,1.800604651,0.081333047,0.354166667,
이형종,LG,90,281,239,52,31,11,0,10,32,34,34,1,7,65,0,1,10,3,1,0.218,0.332142857,0.389121339,0.721264196,0.24674462,0.410041841,0.691919192,22.66199336,0.839333087,30.88,0.171548117,4.615384615,0.814903226,0.382474471,0.256097561,
이홍구,KT,37,58,55,9,8,0,0,1,4,5,2,1,0,28,1,1,4,0,0,0.164,0.189655172,0.218181818,0.407836991,0.139890282,0.109090909,0.28,-2.781969115,-0.103035893,0.596,0.054545455,0,2.255649123,0.009247432,0.296296296,
이흥련,SSG,90,146,127,30,24,3,0,3,15,14,12,0,5,31,0,2,4,0,0,0.236,0.326388889,0.330708661,0.65709755,0.229552165,0.236220472,0.584158416,10.74314429,0.397894233,13.882,0.094488189,0,1.157027778,0.122184813,0.290322581,
임종찬,한화,42,146,131,20,14,5,0,1,9,8,12,0,1,49,0,2,2,0,1,0.153,0.229166667,0.213740458,0.442907125,0.156560115,0.190839695,0.359649123,-0.812211872,-0.030081921,5.098,0.061068702,0,1.063194444,0.000794959,0.234567901,
장성우,KT,127,460,385,89,62,13,0,14,46,63,60,3,3,69,3,12,16,1,2,0.231,0.337028825,0.374025974,0.711054799,0.245169465,0.366233766,0.662420382,40.68374428,1.506805344,49.688,0.142857143,1.866666667,0.636419643,0.666238328,0.245901639,
장승현,두산,92,211,177,41,29,10,0,2,18,27,19,0,8,50,1,7,2,0,0,0.232,0.331707317,0.322033898,0.653741215,0.229776767,0.265536723,0.608695652,15.48662201,0.573578593,21.03,0.09039548,0,0.928092683,0.224351779,0.30952381,3800
장운호,한화,102,338,285,67,57,10,0,0,36,28,36,0,7,77,3,10,7,3,6,0.235,0.332326284,0.270175439,0.602501723,0.217090687,0.185964912,0.532467532,19.28156787,0.714132143,27.624,0.035087719,0,0.665172205,0.309568424,0.317535545,
장지승,한화,24,72,61,11,9,1,0,1,7,5,7,0,1,24,1,3,4,2,0,0.18,0.271428571,0.245901639,0.517330211,0.183618267,0.245901639,0.462962963,0.94729589,0.035085033,4.058,0.06557377,1.333333333,1.949928571,0.001081068,0.27027027,
전민수,NC,71,109,98,25,19,3,0,3,12,16,11,1,0,23,0,0,2,0,0,0.255,0.330275229,0.37755102,0.70782625,0.243011608,0.295918367,0.64,9.875357798,0.365753993,12.136,0.12244898,0,1.455222222,0.105236254,0.305555556,
전병우,Hero,115,261,214,40,26,8,0,6,35,31,33,0,9,84,1,5,0,3,1,0.187,0.319066148,0.308411215,0.627477363,0.22068257,0.35046729,0.634285714,15.29641578,0.566533918,26.138,0.121495327,4,0.800424125,0.220080063,0.272,
전준우,롯데,144,619,552,192,139,46,0,7,88,92,53,0,5,71,8,9,10,6,3,0.348,0.404530744,0.469202899,0.873733643,0.29933956,0.31884058,0.865951743,96.54101893,3.575593294,99.192,0.121376812,6.461538462,0.652223301,0.918302168,0.383817427,
정수빈,두산,104,351,313,81,55,19,4,3,50,37,29,1,3,50,1,5,7,12,7,0.259,0.326589595,0.373801917,0.700391512,0.240415797,0.306709265,0.654471545,32.20075385,1.192620513,37.07,0.115015974,4.8,0.702063768,0.55565413,0.298850575,
정은원,한화,139,608,495,140,107,22,5,6,85,39,105,1,1,105,3,7,9,19,11,0.283,0.407284768,0.383838384,0.791123152,0.279237742,0.395959596,0.84,75.09479491,2.7812887,84.3,0.101010101,9.12,0.590404643,0.871810847,0.34625323,
정의윤,SSG,62,178,165,38,29,2,0,7,21,24,11,1,0,37,2,2,5,0,1,0.23,0.275280899,0.36969697,0.644977869,0.216300647,0.254545455,0.541353383,11.63390432,0.430885345,16.594,0.139393939,0,0.994446328,0.140325428,0.25203252,
정주현,LG,73,214,181,43,32,7,1,3,26,10,24,0,0,32,1,9,4,3,3,0.238,0.325242718,0.337016575,0.662259293,0.230613367,0.29281768,0.606896552,17.13322791,0.634563997,20.714,0.099447514,3,0.91261165,0.261459319,0.272108844,
정진기,NC,86,199,186,43,29,8,0,6,27,21,10,0,1,37,0,2,2,6,3,0.231,0.274111675,0.370967742,0.645079417,0.216092189,0.284946237,0.581081081,14.32509023,0.530558897,18.934,0.139784946,6,0.948030457,0.198386119,0.258741259,
정진호,한화,47,167,145,33,24,9,0,0,9,15,15,1,1,22,2,6,5,4,1,0.228,0.300613497,0.289655172,0.590268669,0.207689867,0.248275862,0.525423729,10.31148613,0.381906894,13.104,0.062068966,0,1.043648148,0.113656878,0.264,
정현,NC,56,120,96,22,18,3,1,0,9,7,14,0,4,20,0,6,6,0,1,0.229,0.350877193,0.28125,0.632127193,0.228207237,0.229166667,0.555555556,7.4744,0.27682963,9.2,0.052083333,,1.348482456,0.063122855,0.289473684,
정훈,롯데,135,561,486,142,100,27,1,14,70,79,68,8,3,89,3,4,6,8,1,0.292,0.380357143,0.438271605,0.818628748,0.280728616,0.386831276,0.831908832,74.76742159,2.769163763,82.558,0.146090535,10.18181818,0.638443841,0.870831141,0.331606218,
조수행,두산,115,104,84,24,20,2,1,1,34,8,16,0,3,26,0,1,1,21,4,0.286,0.417475728,0.369047619,0.786523347,0.280125982,0.523809524,1.092307692,14.11603248,0.522816018,16.942,0.083333333,1.909090909,1.524456311,0.193751667,0.403508772,7500
조용호,KT,138,515,428,101,86,14,1,0,71,48,74,0,3,85,5,10,8,12,9,0.236,0.349019608,0.273364486,0.622384094,0.225399945,0.252336449,0.598837209,39.31346068,1.456054099,48.76,0.037383178,0,0.546913725,0.650831691,0.290229885,
조한민,한화,52,145,127,25,12,6,2,5,15,18,13,0,2,57,2,3,4,3,2,0.197,0.277777778,0.393700787,0.671478565,0.223425197,0.409448819,0.62962963,6.519976417,0.241480608,14.344,0.196850394,3.75,1.172180556,0.048767453,0.298507463,
지시완,롯데,73,187,166,40,24,9,0,7,23,26,14,0,5,54,0,2,6,0,0,0.241,0.318918919,0.421686747,0.740605666,0.2489352,0.361445783,0.674242424,14.8328492,0.549364785,21.108,0.180722892,0,1.044043243,0.209697724,0.314285714,
채은성,LG,110,448,387,107,71,20,0,16,59,82,38,2,16,80,7,7,9,4,2,0.276,0.359375,0.452196382,0.811571382,0.274767846,0.372093023,0.800687285,54.63221538,2.023415385,64.9,0.175710594,6.4,0.693587444,0.782587714,0.305369128,
최영진,삼성,44,63,57,16,13,1,1,1,9,6,5,0,1,12,0,0,1,1,0,0.281,0.349206349,0.385964912,0.735171261,0.253634085,0.263157895,0.69047619,6.925014815,0.25648203,7.764,0.105263158,1,2.215507937,0.054673225,0.340909091,
최용제,두산,78,119,104,29,26,3,0,0,7,15,11,0,2,21,1,2,0,0,0,0.279,0.355932203,0.307692308,0.663624511,0.237092568,0.163461538,0.6,11.52294444,0.42677572,13.112,0.028846154,,1.325932203,0.138029156,0.345238095,3800
최원준,KIA,143,668,589,174,144,21,5,4,82,44,61,0,11,68,3,7,7,40,12,0.295,0.370481928,0.368421053,0.73890298,0.258822131,0.275042445,0.758064516,83.34966816,3.087024747,86.826,0.073005093,7.272727273,0.539731928,0.893371561,0.326923077,
최인호,한화,49,164,136,28,18,6,0,4,17,23,24,0,2,43,2,2,1,2,1,0.206,0.329268293,0.338235294,0.667503587,0.232729555,0.389705882,0.672727273,12.37077697,0.458176925,18.346,0.132352941,2.666666667,1.078743902,0.155807017,0.263736264,
최재훈,한화,116,467,375,103,75,21,0,7,52,44,72,2,12,68,3,8,16,3,2,0.275,0.404761905,0.386666667,0.791428571,0.278809524,0.381333333,0.8,55.15545414,2.042794598,61.466,0.112,4.2,0.670386957,0.785813833,0.316831683,
최정,SSG,134,555,436,121,68,17,1,35,92,100,84,3,22,102,12,13,9,8,6,0.278,0.409747292,0.561926606,0.971673898,0.324867933,0.603211009,1.087878788,89.20278597,3.303806888,105.434,0.28440367,13.02325581,0.71484755,0.90562829,0.276527331,
최정용,KIA,53,65,52,10,9,1,0,0,7,2,9,0,0,16,1,4,1,2,0,0.192,0.306451613,0.211538462,0.517990074,0.190787841,0.25,0.511627907,2.805945455,0.103923906,4.892,0.019230769,0,2.163290323,0.00940601,0.27027027,
최정원,NC,72,238,212,60,54,4,2,0,40,8,18,0,4,40,0,4,0,9,8,0.283,0.35042735,0.320754717,0.671182067,0.237880987,0.155660377,0.61875,22.04982969,0.816660359,24.66,0.037735849,0,0.819068376,0.369624701,0.348837209,
최주환,SSG,116,470,406,104,70,16,0,18,50,67,53,4,9,84,2,2,7,2,1,0.256,0.353191489,0.428571429,0.781762918,0.266079027,0.389162562,0.767741935,53.81150226,1.993018602,63.578,0.172413793,3.6,0.664603004,0.777392898,0.281045752,
최지훈,SSG,136,534,461,121,91,19,6,5,75,46,51,0,8,71,6,14,6,26,6,0.262,0.342205323,0.362255965,0.704461288,0.244556387,0.318872017,0.715909091,57.0045284,2.111278829,64.832,0.09978308,8.387096774,0.573420152,0.796704698,0.296675192,
최항,SSG,34,79,69,19,16,2,1,0,5,7,6,1,2,16,1,2,4,1,0,0.275,0.346153846,0.333333333,0.679487179,0.239102564,0.202898551,0.592592593,6.235513889,0.230944959,7.632,0.057971014,0,1.845753247,0.044791342,0.351851852,
최형우,KIA,104,446,373,87,59,15,1,12,52,55,67,10,4,67,2,2,9,0,0,0.233,0.35426009,0.375335121,0.72959521,0.253250821,0.396782842,0.715254237,45.05485729,1.668698418,53.074,0.142091153,0,0.647591743,0.709987771,0.253378378,
추신수,SSG,137,580,461,122,80,19,2,21,84,69,103,4,12,123,4,4,8,25,9,0.265,0.40862069,0.451193059,0.859813748,0.296677575,0.535791757,0.97752809,78.39848737,2.90364768,93.546,0.186550976,22.82608696,0.646928819,0.88112975,0.314641745,
추재현,롯데,95,300,262,66,46,15,0,5,37,26,26,0,7,57,0,5,3,4,3,0.252,0.33559322,0.366412214,0.702005434,0.242620003,0.29389313,0.658415842,27.18100889,1.006704033,32.974,0.114503817,4.444444444,0.777898305,0.471182002,0.305,
크레익,Hero,61,247,222,55,37,12,0,6,25,30,20,1,4,43,1,1,4,0,1,0.248,0.319838057,0.382882883,0.70272094,0.239647846,0.301801802,0.63372093,22.27497258,0.824998984,27.086,0.135135135,0,0.857581301,0.374371188,0.281609195,
터커,KIA,127,539,468,111,77,24,1,9,42,59,61,1,8,66,2,2,12,0,0,0.237,0.333951763,0.35042735,0.684379113,0.237885131,0.316239316,0.631436314,49.80511054,1.844633724,56.872,0.113247863,0,0.583373606,0.749471998,0.258227848,
페레즈,한화,59,252,224,60,39,15,1,5,26,33,17,0,4,52,7,7,4,4,5,0.268,0.321428571,0.410714286,0.732142857,0.247321429,0.308035714,0.676300578,23.40434903,0.866827742,31.014,0.142857143,4.444444444,0.856194444,0.397811267,0.316091954,
페르난데스,두산,141,617,540,170,131,24,0,15,73,81,65,3,6,35,6,6,25,0,2,0.315,0.390599676,0.442592593,0.833192268,0.286418002,0.316666667,0.780856423,86.92097072,3.219295212,87.24,0.127777778,0,0.61763355,0.901104875,0.3125,
프레이타스,Hero,43,148,139,36,24,10,0,2,13,14,7,0,1,29,1,1,7,0,0,0.259,0.297297297,0.374100719,0.671398017,0.227308964,0.251798561,0.545454545,10.10526055,0.374268909,13.118,0.115107914,0,1.165385135,0.109649658,0.311926606,
피렐라,삼성,140,621,553,158,102,25,2,29,102,97,57,2,8,89,3,3,8,9,6,0.286,0.359098229,0.495479204,0.854577433,0.285464004,0.419529837,0.850855746,86.65881695,3.209585813,96.468,0.209764919,13.73684211,0.640253635,0.900565216,0.294520548,
하주석,한화,138,594,525,143,103,27,3,10,84,68,51,1,10,135,3,8,9,23,6,0.272,0.346349745,0.392380952,0.738730698,0.253952623,0.325714286,0.730478589,60.04428576,2.223862436,73.97,0.12,13.93939394,0.58322619,0.813016014,0.347258486,
한동희,롯데,129,496,424,113,72,24,0,17,54,69,61,1,6,95,4,5,21,0,1,0.267,0.363636364,0.443396226,0.80703259,0.27448542,0.41509434,0.765765766,54.13124533,2.004860938,65.29,0.176886792,0,0.670597166,0.779436604,0.303797468,
한승택,KIA,82,239,203,44,34,7,0,3,17,16,28,0,3,61,0,4,6,0,0,0.217,0.320512821,0.295566502,0.616079323,0.218122395,0.266009852,0.551515152,13.4948112,0.499807822,20.042,0.078817734,0,0.82825641,0.180076921,0.294964029,
한유섬,SSG,135,519,442,123,73,18,1,31,71,95,60,4,10,96,6,7,11,1,0,0.278,0.372586873,0.533936652,0.906523524,0.301148256,0.50678733,0.93030303,74.94820444,2.775859424,87.712,0.255656109,1.9375,0.705289883,0.871373472,0.286604361,
허경민,두산,136,518,468,130,100,24,1,5,61,59,36,1,8,35,3,6,21,5,7,0.278,0.337864078,0.365384615,0.703248693,0.243384989,0.224358974,0.601092896,50.19747989,1.859165922,51.93,0.087606838,5,0.593459144,0.752407293,0.290023202,
허관회,한화,28,79,63,12,12,0,0,0,4,2,13,0,1,22,2,2,1,0,0,0.19,0.329113924,0.19047619,0.519590115,0.195720313,0.206349206,0.5,3.462034568,0.128223503,6.444,0,,1.748139241,0.014248902,0.279069767,
허도환,KT,62,125,105,29,21,6,0,2,8,21,8,0,2,28,0,10,3,0,0,0.276,0.339130435,0.39047619,0.729606625,0.250227743,0.266666667,0.64556962,10.80304,0.400112593,13.326,0.114285714,0,1.413147826,0.123382465,0.36,
허정협,Hero,29,52,45,7,7,0,0,0,5,2,7,0,0,10,0,0,1,0,0,0.156,0.269230769,0.155555556,0.424786325,0.160042735,0.155555556,0.358974359,0.872027778,0.032297325,2.01,0,,2.476673077,0.00091625,0.2,
호잉,KT,68,294,259,62,39,11,1,11,32,52,26,2,4,52,5,5,2,5,2,0.239,0.31292517,0.416988417,0.729913587,0.245063431,0.378378378,0.711442786,29.73389223,1.101255268,37.744,0.177606178,6.875,0.787828767,0.516029044,0.253731343,
홍창기,LG,144,651,524,172,140,26,2,4,103,52,109,4,16,95,2,2,6,23,8,0.328,0.456221198,0.408396947,0.864618145,0.307398776,0.377862595,0.989071038,102.3153573,3.789457677,106.44,0.080152672,6.814814815,0.613506955,0.926605753,0.393442623,
황대인,KIA,86,308,282,67,43,10,1,13,30,45,18,0,2,62,5,6,8,0,0,0.238,0.283387622,0.418439716,0.701827338,0.232134359,0.329787234,0.618834081,25.44659191,0.942466367,34.544,0.180851064,0,0.755423453,0.438494746,0.254716981,
황재균,KT,117,507,453,132,104,16,2,10,74,56,46,1,3,92,4,5,11,11,4,0.291,0.35770751,0.401766004,0.759473514,0.261409881,0.289183223,0.720238095,57.01676799,2.111732148,65.254,0.110375276,10.47619048,0.614877228,0.796774234,0.343661972,
힐리,한화,67,268,249,64,45,11,1,7,27,37,16,0,2,58,1,1,6,2,1,0.257,0.305970149,0.393574297,0.699544446,0.236080141,0.281124498,0.614583333,22.60605527,0.837261306,28.776,0.136546185,3.111111111,0.807216418,0.381307714,0.308108108,
