Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Money_19,Money_20,OBP,SLG,OPS,GPA,SECA,TA,RC,RC27,XR,ISO,PSR,wOBA,BABIP,OW%,FPCT
±è¹ÎÇÏ,0.06844106463878327,0.07613168724279834,0.10891089108910892,0.09259259259259259,0.1005586592178771,0.15789473684210525,0.0,0.06060606060606061,0.1282051282051282,0.2,0.125,0.09090909090909091,0.07317073170731707,0.0,0.11538461538461539,0.2761904761904762,0.17391304347826086,0.07692307692307693,0.125,0.15277777780131171,0.0704225352112676,0.10526315789473684,3900,4500,0.5120651833281104,0.3594371367390639,0.4082028759651485,0.4315225035161744,0.2866857625651699,0.3436618783797234,0.15872559224651558,0.15872432105334544,0.09356713777484013,0.28994060016971385,0.11847791741204161,0.6665311294349043,0.5776027094684141,0.2123486305285588,0.7427466122572532
±è¹ÎÇõ,0.7927756653992395,0.7777777777777779,0.28712871287128716,0.5925925925925926,0.6536312849162011,0.2631578947368421,0.1,0.0,0.5641025641025641,1.0,0.3125,0.4545454545454546,0.35365853658536583,0.0,0.5,0.4666666666666667,0.34782608695652173,0.15384615384615385,0.6333333333333333,0.49074074084747943,0.6267605633802816,0.45614035087719296,3900,9000,0.5992243810717642,0.2608268146659091,0.3757738896366084,0.425940576652602,0.05543305788530095,0.3201517212398678,0.5372245984267942,0.5372233872734671,0.4720737183848831,0.0189770886368896,0.0,0.015541077237309908,0.423207185981446,0.9088612857959566,0.7831227038532411
±è»ó¼ö,0.8346007604562736,0.7818930041152263,0.3465346534653465,0.6666666666666667,0.6312849162011173,0.5263157894736842,0.2,0.15151515151515152,0.5384615384615384,0.30000000000000004,0.375,0.36363636363636365,0.573170731707317,0.1111111111111111,0.576923076923077,0.5238095238095238,0.6086956521739131,0.38461538461538464,0.75,0.4050925925165252,0.6619718309859155,0.42105263157894735,25000,25000,0.6636634283923536,0.36533671284359576,0.4668555642133597,0.5110319971870604,0.34916644342324893,0.44069933317851584,0.6285741887025761,0.6285747076069153,0.5796963393534089,0.2410707397978863,0.3349281661744497,0.037895264392162786,0.36979089972021784,0.9433917156072971,0.7889893701201007
±è¼±ºó,0.6520912547528517,0.6296296296296298,0.36633663366336633,0.47222222222222215,0.5642458100558659,0.5789473684210527,0.0,0.09090909090909091,0.1282051282051282,0.4,0.3125,0.36363636363636365,0.4878048780487805,0.0,0.038461538461538464,0.13333333333333333,0.30434782608695654,0.38461538461538464,0.6166666666666667,0.46296296307047324,0.5,0.43859649122807015,30000,45000,0.6722422438107175,0.39999125988725254,0.4924275695969399,0.5327883263009846,0.28217281101242603,0.40586537504561593,0.5799625657213102,0.5799607708118147,0.4794611092750637,0.22313507675692357,0.15550242210572673,0.08250434979953097,0.3643425121484317,0.9269996361935451,0.7330925170850904
±è¼º¿í,0.435361216730038,0.4094650205761317,0.3267326732673267,0.3148148148148148,0.2905027932960894,0.42105263157894735,0.1,0.2727272727272727,0.15384615384615385,0.4,0.5625,0.4545454545454546,0.3170731707317074,0.1111111111111111,0.11538461538461539,0.5428571428571429,0.17391304347826086,0.07692307692307693,0.35833333333333334,0.33796296307394547,0.3098591549295775,0.2982456140350877,13000,12000,0.4479395173926669,0.43538871651444305,0.43425657009279595,0.4373241912798874,0.49152018463947905,0.3818133563348042,0.32382022851815806,0.3238207768631256,0.3131087307296021,0.52441564452673,0.29856465044299535,0.20022789167107952,0.22754380798115148,0.7039758848292709,0.876623372305195
±è¼ºÇö,0.6996197718631179,0.6954732510288066,0.306930693069307,0.3796296296296296,0.5083798882681564,0.42105263157894735,0.2,0.030303030303030304,0.15384615384615385,0.2,0.5,0.2727272727272727,0.36585365853658536,0.0,0.07692307692307693,0.2952380952380953,0.6521739130434783,1.0,0.6666666666666666,0.4189814814050282,0.6408450704225352,0.38596491228070173,28000,21000,0.4450015669069257,0.24684263426998215,0.3109442516115323,0.34102496483825595,0.14130277989572815,0.21520751086487744,0.3947620025165495,0.39476196438073186,0.3192130484651724,0.12790249170716655,0.07108699925110035,0.04815984567667747,0.24142247091739055,0.8040434488851931,0.44162764819473566
±è¿ëÀÇ,0.2015209125475285,0.1872427983539095,0.13861386138613863,0.28703703703703703,0.13966480446927376,0.13157894736842105,0.30000000000000004,0.0,0.20512820512820512,0.30000000000000004,0.25,0.09090909090909091,0.25609756097560976,0.1111111111111111,0.07692307692307693,0.24761904761904766,0.043478260869565216,0.19230769230769232,0.25,0.22222222224382718,0.19718309859154928,0.17543859649122806,8500,10500,0.4990990285177058,0.20065113839968546,0.30055960898207845,0.345112517580872,0.31174397757949185,0.3073571531256566,0.20983367104687978,0.20983442361263263,0.1411380470071347,0.15667669520944227,0.0,0.3740874877070883,0.2580621410690619,0.40567538069746895,0.8807602647556028
±èÀçÈ£,0.6958174904942965,0.594650205761317,0.4455445544554455,0.4351851851851852,0.4860335195530726,0.5789473684210527,0.0,0.12121212121212122,0.07692307692307693,0.30000000000000004,0.5,1.0,0.7804878048780488,0.3333333333333333,0.2692307692307693,0.4380952380952381,0.43478260869565216,0.38461538461538464,0.7416666666666667,0.4305555555713735,0.5985915492957746,0.43859649122807015,65000,65000,0.746905358821686,0.37274395839706337,0.5017638308422468,0.5567862165963432,0.45333525666124014,0.4734874874210707,0.5633694715004383,0.563369223867205,0.532378156651568,0.26753066419810234,0.14217358382907508,0.09167675315833268,0.34236489471359144,0.9204303310638741,0.7615205295112073
±èÀçÈ¯,0.8935361216730037,0.8374485596707819,0.8712871287128713,0.6666666666666667,0.7039106145251397,0.5263157894736842,0.5,0.4545454545454546,0.07692307692307693,0.1,0.0,1.0,0.7317073170731707,0.5555555555555556,0.19230769230769232,0.961904761904762,0.30434782608695654,0.0,0.7833333333333333,0.7384259258405992,0.8450704225352113,0.7017543859649122,73000,65000,0.6825838295205265,0.5393523576454138,0.5865268824821138,0.6080784106891702,0.5085004224452367,0.5335567130013602,0.7410817298983959,0.7410821413294105,0.7633313244814246,0.5040885597469721,0.20733656280763565,0.037975641122626524,0.4643646002061551,0.9697624863572579,1.0
±èÁÖÂù,0.49239543726235735,0.5123456790123457,0.28712871287128716,0.28703703703703703,0.4860335195530726,0.42105263157894735,0.0,0.09090909090909091,0.07692307692307693,0.1,0.0625,0.2727272727272727,0.17073170731707318,0.3333333333333333,0.19230769230769232,0.3047619047619048,0.2608695652173913,0.23076923076923078,0.4666666666666667,0.3796296297394547,0.47887323943661975,0.3508771929824561,40000,40000,0.5940927608900032,0.40726740374950837,0.4688814904016435,0.4969672995780591,0.14437323551837122,0.3494564796691326,0.4479910350940325,0.44799002577023805,0.36375123933202436,0.20577798349147575,0.12440193768458138,0.12719853998033132,0.4782800765719334,0.8539265110960969,0.8656565671343444
±èÁØÅÂ,0.0,0.0,0.04950495049504951,0.05555555555555555,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.125,0.0,0.10975609756097562,0.0,0.07692307692307693,0.10476190476190478,0.043478260869565216,0.07692307692307693,0.0,0.06481481483153291,0.049295774647887314,0.07017543859649122,4400,3800,0.33841272328423677,0.012410960101385315,0.12039385138485514,0.16930379746835444,0.18066231170276342,0.11936436320207011,0.09389106383389806,0.09389182760023788,0.010692276288419289,0.05114556815551956,,0.9593388304712911,0.03986894419084075,0.01571643885452939,0.895768021013323
±èÂùÇü,0.09505703422053233,0.10905349794238683,0.0891089108910891,0.1111111111111111,0.13966480446927376,0.10526315789473684,0.2,0.030303030303030304,0.07692307692307693,0.4,0.125,0.09090909090909091,0.03658536585365854,0.0,0.15384615384615385,0.08571428571428572,0.043478260869565216,0.11538461538461539,0.2,0.06944444447029322,0.1056338028169014,0.05263157894736842,4300,5800,0.5258931369476653,0.365140060306778,0.41690160799036635,0.4413677918424753,0.0952871597255136,0.31339503920202594,0.20648236120939284,0.20648272768057424,0.11281323509399485,0.22055079842629022,0.06220096884229069,0.5631193736288675,0.4127521719923427,0.39373213450444366,0.8006993067447556
±èÅÂ±Õ,0.752851711026616,0.7098765432098766,0.5841584158415841,0.39814814814814814,0.659217877094972,0.5526315789473684,0.0,0.18181818181818182,0.07692307692307693,0.0,0.0,0.7272727272727273,0.6219512195121951,0.5555555555555556,0.19230769230769232,0.780952380952381,0.6521739130434783,0.038461538461538464,0.6583333333333333,0.6712962963980196,0.6549295774647887,0.5614035087719298,100000,50000,0.7594797869006581,0.45321854651925014,0.5584897641141887,0.6035952883263008,0.34450924227749496,0.4776675623970187,0.6242605039378445,0.6242605402360012,0.6006337603763682,0.26706780837769034,0.16586925024610852,0.058282585672138565,0.6072375202473862,0.9420924068395614,0.9437632110562362
±èÅÂÁø,0.5608365019011406,0.5884773662551441,0.4257425742574258,0.37037037037037035,0.4972067039106145,0.3684210526315789,0.5,0.15151515151515152,0.3076923076923077,0.4,0.3125,0.2727272727272727,0.15853658536585366,0.0,0.038461538461538464,0.5238095238095238,0.13043478260869565,0.11538461538461539,0.5083333333333333,0.5138888889023919,0.5492957746478873,0.4736842105263158,3300,9000,0.4561657787527421,0.4199187169514487,0.4272012467238082,0.4337201125175808,0.23850639849980426,0.34250074644196005,0.4345730439381827,0.43457280874727433,0.38616613853301973,0.32187765177813776,0.2927102952555589,0.09374290793554729,0.4298336032984832,0.8428771893352738,0.8554871453263306
±èÇÏ¼º,0.9904942965779467,0.9300411522633745,1.0,1.0,0.8491620111731844,1.0,0.2,0.5757575757575758,0.8461538461538461,0.4,0.0625,0.6363636363636364,0.8170731707317073,0.4444444444444444,0.2692307692307693,0.6476190476190476,0.5217391304347826,0.7692307692307693,0.9166666666666667,1.0,1.0,0.9999999999999999,32000,55000,0.7885459103729237,0.6625879473845213,0.7047531345186656,0.7235847398030942,0.7398973767181158,0.7255968771080074,0.9999999999999999,1.0,0.9767297186959313,0.6267839234745043,1.0,0.04354527573946593,0.45494036224414647,1.0,0.5211521204788472
±èÇå°ï,0.6901140684410646,0.6646090534979425,0.4257425742574258,0.49074074074074076,0.6033519553072626,0.5263157894736842,0.1,0.15151515151515152,0.2564102564102564,0.8,0.3125,0.5454545454545454,0.41463414634146345,0.1111111111111111,0.3076923076923077,0.2761904761904762,0.7826086956521738,0.0,0.775,0.5671296297342464,0.5563380281690141,0.5087719298245613,15500,19000,0.679058288937637,0.43560721933312946,0.5179854076645182,0.5541490857946555,0.2705710223174728,0.4135620210330757,0.5658814806585534,0.5658810395734869,0.48918136044635396,0.2668749517858521,0.2764488886345561,0.07069842650730007,0.4079296127227211,0.9214593836079207,1.0
±èÇö¼ö,0.9334600760456274,0.9012345679012346,0.7821782178217822,0.6574074074074074,0.8156424581005587,0.9736842105263157,0.0,0.33333333333333337,0.07692307692307693,0.1,0.0,0.8181818181818182,0.6219512195121951,1.0,0.23076923076923078,0.38095238095238093,0.4782608695652174,0.038461538461538464,0.9416666666666667,0.7893518519502958,0.8873239436619718,0.8070175438596491,130000,130000,0.7114932623002194,0.5457326399510554,0.6011192179641568,0.6258790436005627,0.4408267562387949,0.5194572537570912,0.8416733847108745,0.8416721441464001,0.7776978557125918,0.43296304867700386,0.19548893693568173,0.03362584159164839,0.4091076424679724,0.9849072293539838,0.9721407681187682
±èÇüÁØ,0.02851711026615969,0.03909465020576133,0.0594059405940594,0.08333333333333333,0.055865921787709494,0.13157894736842105,0.0,0.06060606060606061,0.0,0.0,0.25,0.0,0.06097560975609756,0.0,0.0,0.1142857142857143,0.043478260869565216,0.038461538461538464,0.05833333333333332,0.02777777780478395,0.14788732394366197,0.05263157894736842,3200,5000,0.35310247571294273,0.3050299348861601,0.315435290784161,0.32388361462728554,0.2598759453500114,0.22836700615952854,0.13922498967538444,0.13922449320270852,0.054841657108419685,0.31616909665972387,0.0,0.8332371964596414,0.2468340450596378,0.13967049529650227,0.9494104273233166
±èÇý¼º,0.5380228136882129,0.5349794238683128,0.28712871287128716,0.49074074074074076,0.45810055865921784,0.42105263157894735,0.7000000000000001,0.0,0.5128205128205128,0.30000000000000004,0.25,0.36363636363636365,0.3170731707317074,0.1111111111111111,0.07692307692307693,0.6952380952380953,0.17391304347826086,0.576923076923077,0.4666666666666667,0.41203703696077665,0.4577464788732394,0.3684210526315789,7000,10000,0.5620103415857097,0.38144037058078056,0.4405326910816747,0.4677830520393812,0.3453747398355555,0.41801855599420545,0.4275655401766415,0.4275642430123009,0.3985691790275861,0.2521792794877729,0.0,0.10569540055980031,0.5706081578559857,0.8367236630112781,0.6306239609148303
±èÈ¸¼º,0.024714828897338392,0.032921810699588494,0.1485148514851485,0.027777777777777776,0.055865921787709494,0.10526315789473684,0.0,0.09090909090909091,0.05128205128205128,0.1,0.0625,0.09090909090909091,0.0975609756097561,0.0,0.0,0.1142857142857143,0.043478260869565216,0.07692307692307693,0.06666666666666665,0.1666666666898148,0.09154929577464788,0.14035087719298245,6500,6500,0.4450015669069257,0.3676746930035398,0.3892895091025006,0.4018108298171589,0.39320378346075385,0.3365845027590706,0.15666231140972664,0.1566611370204597,0.0771982348023873,0.40179742343593305,0.0995215501476651,0.8357761555337015,0.23810926225887208,0.2044280442804428,0.8713733061286266
³ª¼º¹ü,0.0038022813688212975,0.010288065843621408,0.10891089108910892,0.1388888888888889,0.11173184357541899,0.3157894736842105,0.1,0.12121212121212122,0.05128205128205128,0.1,0.0,0.0,0.10975609756097562,0.0,0.038461538461538464,0.13333333333333333,0.08695652173913043,0.0,0.06666666666666665,0.06481481483153291,0.03521126760563381,0.08771929824561403,55000,50000,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,0.26498204362180267,0.2649822112324851,0.17453683003168804,0.9979942914448815,0.11057963838844755,1.0,0.9999999999999999,0.5759575905618212,1.0
³ªÁ¾´ö,0.19961977186311788,0.19958847736625518,0.09900990099009901,0.07407407407407407,0.05027932960893855,0.10526315789473684,0.0,0.09090909090909091,0.0,0.0,0.4375,0.18181818181818182,0.07317073170731707,0.0,0.23076923076923078,0.7238095238095239,0.21739130434782608,0.19230769230769232,0.09166666666666667,0.0,0.14788732394366197,0.03508771929824561,4300,4300,0.0,0.015491849844863015,0.0,0.0,0.08218105384631241,0.0,0.0,0.0,0.0,0.19069659800972,0.0,0.37955783342159005,0.013915476365778168,0.13872459851359076,0.8839644040251269
³ªÁÖÈ¯,0.26806083650190116,0.2818930041152264,0.16831683168316833,0.09259259259259259,0.20111731843575417,0.23684210526315788,0.0,0.09090909090909091,0.02564102564102564,0.2,0.25,0.09090909090909091,0.10975609756097562,0.0,0.11538461538461539,0.4,0.2608695652173913,0.038461538461538464,0.175,0.14583333335706017,0.2323943661971831,0.17543859649122806,32000,12000,0.31960984017549354,0.2506664335969934,0.26807395338953044,0.27962376933895927,0.13464669153254888,0.16989019009388584,0.17134930046201144,0.17134860767681828,0.1203561500029161,0.2282264907814549,0.06220096884229069,0.28973447310689154,0.2707995876895891,0.26121303466555795,0.9627972037644756
³ªÁö¿Ï,0.09315589353612166,0.08436213991769548,0.13861386138613863,0.07407407407407407,0.055865921787709494,0.13157894736842105,0.0,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.1951219512195122,0.1111111111111111,0.11538461538461539,0.2380952380952381,0.13043478260869565,0.0,0.07500000000000001,0.02314814816602366,0.11267605633802816,0.05263157894736842,60000,60000,0.4408100908806015,0.3864003845649609,0.39991499610398806,0.40910689170182835,0.6057864693881756,0.36879762023244755,0.1687162457524169,0.16871680908113973,0.11497113085402128,0.6073439790172028,0.0,0.6237848929571073,0.0,0.25099527051608544,1.0
³ë¼ö±¤,0.6482889733840304,0.617283950617284,0.24752475247524755,0.6018518518518519,0.46368715083798884,0.42105263157894735,0.1,0.06060606060606061,0.6923076923076923,1.0,0.5625,0.0,0.524390243902439,0.0,0.07692307692307693,0.5333333333333333,0.043478260869565216,0.11538461538461539,0.3916666666666666,0.38888888890586415,0.30281690140845074,0.3333333333333333,26500,21000,0.5658492635537448,0.2717301053183587,0.37077282708790826,0.41455696202531633,0.3221299482762174,0.37998872043260457,0.447139175817939,0.44713971224973137,0.4032932210968332,0.15825811926251637,0.15443007740288564,0.0794689462137832,0.3467456928287439,0.8532508705368745,0.8594080336860461
³ë½ÃÈ¯,0.1673003802281369,0.1831275720164609,0.09900990099009901,0.1388888888888889,0.10614525139664804,0.21052631578947367,0.1,0.030303030303030304,0.05128205128205128,0.2,0.0625,0.09090909090909091,0.0975609756097561,0.0,0.07692307692307693,0.5714285714285714,0.13043478260869565,0.2692307692307693,0.18333333333333335,0.13425925927404833,0.16901408450704228,0.12280701754385964,2700,3300,0.20651833281103094,0.15817419044705677,0.16718849613940645,0.17602848101265822,0.1549858841469698,0.11501841223501308,0.08077940583346818,0.08077978444813089,0.05305313089290229,0.20296227725063642,0.055289611857660965,0.41432786141160444,0.36890737741127955,0.0,0.7178787921912129
³ëÁøÇõ,0.5437262357414449,0.5349794238683128,0.39603960396039606,0.4351851851851852,0.43575418994413406,0.6052631578947368,0.2,0.3939393939393939,0.0,0.1,0.375,0.2727272727272727,0.3414634146341463,0.2222222222222222,0.07692307692307693,0.6476190476190476,0.30434782608695654,0.19230769230769232,0.36666666666666664,0.3495370369625128,0.4154929577464789,0.2982456140350877,10000,14000,0.538232528987778,0.5823537123628895,0.5622016009067082,0.5568301687763714,0.5526407979063204,0.46234062081854277,0.46237314005974994,0.4623723225557399,0.4468788273488987,0.6511995680012342,0.0,0.15201603752174903,0.3742085112649095,0.86480952133465,0.8292244454435025
